City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
428,budrio,44.5371,11.5336,14.06,83,75,1.54,IT,1679325252
429,pevek,69.7008,170.3133,-21.31,90,97,3.14,RU,1679325253
430,jumla,29.2747,82.1838,6.22,99,100,1.17,NP,1679325254
431,dakar,14.6937,-17.4441,33.49,76,0,6.43,SN,1679325254
432,vizinga,61.0749,50.1031,-0.47,90,98,3.85,RU,1679325255
433,maymyo,22.0333,96.4667,19.91,42,100,0.55,MM,1679325259
434,alpena,45.0617,-83.4327,2.84,56,100,5.14,US,1679325259
435,itabaiana,-10.685,-37.4253,28.91,62,100,3.81,BR,1679325260
436,ambilobe,-13.2,49.05,25.72,87,95,0.6,MG,1679325261
437,khuzhir,53.1939,107.3397,-6.29,66,100,7.96,RU,1679325261
438,mpika,-11.8343,31.4529,20.64,89,100,2.74,ZM,1679325262
439,haines junction,60.7522,-137.5108,-8.76,96,100,1.38,CA,1679325262
440,waingapu,-9.6567,120.2641,25.71,86,93,2.01,ID,1679325262
441,elbrus,43.2577,42.6443,3.61,98,100,1.21,RU,1679325263
442,udachnyy,66.4167,112.4,-37.01,100,97,1.39,RU,1679325265
443,beloha,-25.1667,45.05,24.85,79,9,7.21,MG,1679325266
444,laramie,41.3114,-105.5911,-0.58,57,100,2.57,US,1679325015
445,americus,32.0724,-84.2327,4.64,41,0,2.57,US,1679325016
446,milas,37.3164,27.7839,20.64,40,0,3.6,TR,1679325267
447,shelburne,44.0787,-80.2041,0.5,73,11,7.54,CA,1679325268
448,canmore,51.0834,-115.3521,-5.34,100,100,0.99,CA,1679325269
449,khani,41.9563,42.9566,4.76,99,100,1.58,GE,1679325269
450,severobaykalsk,55.65,109.3167,-8.52,71,100,5.71,RU,1679325270
451,beian,63.6559,9.5683,3.89,81,40,8.23,NO,1679325271
452,san cristobal,7.7669,-72.225,23.1,40,71,1.93,VE,1679325272
453,seydi,39.4816,62.9137,18.78,23,0,2.15,TM,1679325273
454,barra do garcas,-15.89,-52.2567,22.6,94,100,2.12,BR,1679325273
455,gambela,8.25,34.5833,38.26,15,11,2.99,ET,1679325273
456,drexel heights,32.1412,-111.0284,16.35,38,0,5.14,US,1679324999
457,grindavik,63.8424,-22.4338,4.26,45,0,8.75,IS,1679325274
458,rairangpur,22.2676,86.1751,24.15,51,63,2.92,IN,1679325274
459,constitucion,-35.3333,-72.4167,21.78,36,63,1.98,CL,1679325274
460,yar-sale,66.8333,70.8333,-10.97,88,26,4.55,RU,1679325275
461,tautira,-17.7333,-149.15,27.08,80,98,5.02,PF,1679325275
462,yulara,-25.2406,130.9889,27.22,29,70,3.93,AU,1679325276
463,ekhabi,53.5102,142.9671,-7.8,92,58,3.98,RU,1679325276
464,derzhavinsk,51.1,66.3167,-13.16,89,21,3.7,KZ,1679325276
465,novyy urgal,51.0736,132.5642,-6.33,98,78,0.81,RU,1679325277
466,buchanan,5.8808,-10.0467,29.65,68,82,4.91,LR,1679325277
467,auki,-8.7676,160.7034,25.62,87,79,2.02,SB,1679325277
468,parrita,9.5201,-84.3225,30.7,57,10,0.47,CR,1679325277
469,trojes,41.756,19.962,14.27,65,100,1.69,AL,1679325278
470,elk point,42.6833,-96.6836,-0.09,73,5,3.87,US,1679325278
471,kabompo,-13.5927,24.2008,20.47,81,93,2.74,ZM,1679325278
472,la ronge,55.1001,-105.2842,-15.19,94,100,3.62,CA,1679325279
473,bilma,18.6853,12.9164,36.57,7,89,2.87,NE,1679325279
474,freeport,40.6576,-73.5832,6.65,46,0,5.14,US,1679325280
475,mozhaysk,55.5019,36.0272,0.06,94,100,1.64,RU,1679325281
476,bambanglipuro,-7.95,110.2833,25.16,92,100,2.45,ID,1679325281
477,porto novo,6.4965,2.6036,31.34,54,44,4.47,BJ,1679325282
478,requena,39.4883,-1.1004,18.07,17,75,3.05,ES,1679325282
479,troina,37.7854,14.5985,8.84,59,92,1.02,IT,1679325283
480,maniitsoq,65.4167,-52.9,-1.57,77,83,2.14,GL,1679325283
481,san quintin,30.4833,-115.95,15.07,75,98,1.3,MX,1679325284
482,kudahuvadhoo,2.6708,72.8944,28.2,75,87,4.75,MV,1679325284
483,collie,-33.3667,116.15,21.91,48,0,4.81,AU,1679325284
484,jacqueville,5.2052,-4.4146,27.9,78,35,5.9,CI,1679325284
485,falam,22.9167,93.6833,12.53,84,99,1.59,MM,1679325285
486,tortoli,39.9256,9.6572,16.21,65,42,3.54,IT,1679325285
487,weiser,44.251,-116.9693,5.11,93,100,0.72,US,1679325285
488,sagua de tanamo,20.5819,-75.2414,29.85,54,3,0.25,CU,1679325286
489,barstow,34.8986,-117.0228,9.55,78,99,6.54,US,1679325286
490,half moon bay,37.4636,-122.4286,10.17,91,100,2.06,US,1679325286
491,kotagiri,11.4333,76.8833,20.04,64,95,1.43,IN,1679325287
492,camocim,-2.9022,-40.8411,24.97,86,100,1.7,BR,1679325287
493,kupang,-10.1667,123.5833,25.6,87,100,3.95,ID,1679325287
494,labuhan,-6.8844,112.2051,25.52,86,100,0.49,ID,1679325287
495,ust-maya,60.4167,134.5333,-23.85,97,97,1.09,RU,1679325288
496,azuaga,38.2667,-5.6833,22.2,29,78,1.29,ES,1679325288
497,dubbo,-32.25,148.6167,20.07,68,48,8.75,AU,1679325288
498,trinidad,-14.8333,-64.9,26.31,82,99,1.59,BO,1679325130
499,yuzhnyy,53.2542,83.6936,-9.79,41,0,4.0,RU,1679325289
500,whitianga,-36.8333,175.7,15.18,89,92,2.08,NZ,1679325289
501,puerto gaitan,4.3133,-72.0816,32.02,29,100,7.67,CO,1679325261
502,alamogordo,32.8995,-105.9603,11.98,81,100,4.12,US,1679325107
503,coffs harbour,-30.3,153.1333,22.85,94,100,5.66,AU,1679325187
504,christchurch,-43.5333,172.6333,18.11,41,0,8.75,NZ,1679325289
505,vila franca do campo,37.7167,-25.4333,16.23,62,82,3.01,PT,1679325290
506,bandarawela,6.8305,80.9888,17.61,91,95,0.83,LK,1679325290
507,amta,22.58,88.0083,23.96,79,78,2.79,IN,1679325290
508,marion,39.7684,-86.1555,4.01,49,20,7.2,US,1679325111
509,flin flon,54.7682,-101.865,-17.67,97,100,2.68,CA,1679325290
510,henties bay,-22.116,14.2845,19.66,72,7,6.83,NA,1679325291
511,sunnyside,46.3237,-120.0087,7.69,96,100,0.0,US,1679325206
512,sterling,39.0062,-77.4286,6.79,36,0,2.06,US,1679325104
513,bismil,37.8486,40.6658,11.85,82,94,1.86,TR,1679325291
514,chicama,-7.8447,-79.1469,26.78,71,76,2.29,PE,1679325291
515,kedougou,12.5579,-12.1743,39.73,12,0,2.26,SN,1679325292
516,isla mujeres,21.2311,-86.731,23.03,72,97,8.84,MX,1679325292
517,kerema,-7.9631,145.7785,25.69,86,100,1.46,PG,1679325292
518,russell,32.3502,-85.1999,5.54,41,0,3.09,US,1679325293
519,uyuni,-20.4597,-66.825,14.3,34,57,5.05,BO,1679325293
520,hovd,48.0056,91.6419,-11.01,59,96,5.54,MN,1679325293
521,abha,18.2164,42.5053,15.14,63,40,8.23,SA,1679325086
522,porto belo,-27.1578,-48.5531,34.88,60,46,2.17,BR,1679325293
523,kamenka,51.3223,42.7678,11.63,50,96,2.73,RU,1679325294
524,mineiros,-17.5694,-52.5511,20.25,90,100,3.34,BR,1679325294
525,kirakira,-10.4544,161.9205,26.3,84,99,1.99,SB,1679325294
526,kommunar,59.6206,30.39,8.74,96,100,3.55,RU,1679325295
527,tshikapa,-6.4167,20.8,29.29,59,80,1.2,CD,1679325295
528,marsa matruh,31.3525,27.2453,16.47,65,41,4.98,EG,1679325295
529,middle island,40.8843,-72.9373,6.58,46,0,3.6,US,1679325295
530,donskoye,45.4552,41.9741,15.07,56,100,3.59,RU,1679325296
531,maua,-23.6678,-46.4614,30.16,51,0,1.51,BR,1679325264
532,aljezur,37.3191,-8.8033,19.97,53,33,2.76,PT,1679325296
533,khaniotis,39.9991,23.58,15.06,58,100,2.56,GR,1679325296
534,west plains,36.7281,-91.8524,5.12,51,0,5.14,US,1679325297
535,ovalle,-30.5983,-71.2003,22.9,69,63,2.09,CL,1679325297
536,bowen,-20.0167,148.2333,25.96,84,37,7.74,AU,1679325297
537,faya,18.3851,42.4509,15.29,29,47,6.11,SA,1679325297
538,padang,-0.9492,100.3543,24.03,89,100,0.6,ID,1679325298
539,mount gambier,-37.8333,140.7667,12.53,64,100,4.0,AU,1679325298
540,davila,18.4726,120.5763,23.99,77,100,1.08,PH,1679325298
541,mehamn,71.0357,27.8492,-1.05,64,75,11.83,NO,1679325298
542,sungairaya,0.7,108.9,23.91,92,100,1.8,ID,1679325299
543,coihaique,-45.5752,-72.0662,11.34,58,0,0.0,CL,1679325299
544,poso,-1.3959,120.7524,25.31,90,100,2.11,ID,1679325299
545,noumea,-22.2763,166.4572,20.99,73,7,4.03,NC,1679325299
546,prince rupert,54.3161,-130.3201,3.81,88,100,1.88,CA,1679325023
547,assiniboia,49.6334,-105.9845,-12.52,98,96,2.63,CA,1679325300
548,ganzhou,28.8184,115.4327,14.29,96,95,1.24,CN,1679325300
549,manasa,24.4837,75.2687,22.86,45,54,2.53,IN,1679325300
550,mamallapuram,12.6264,80.1722,27.03,82,100,4.07,IN,1679325301
551,plettenberg bay,-34.0527,23.3716,20.92,68,17,1.12,ZA,1679325301
552,sao joao da barra,-21.6403,-41.0511,31.05,76,8,5.4,BR,1679325301
553,trincomalee,8.5711,81.2335,26.5,80,82,3.52,LK,1679325302
554,port pirie,-33.1833,138.0167,21.15,61,91,2.53,AU,1679325303
555,makat,47.6469,53.3463,10.8,44,30,4.62,KZ,1679325304
556,komsomolskiy,40.4272,71.7189,13.4,62,100,1.03,UZ,1679325305
557,ijero,6.4819,3.3803,29.84,61,54,5.03,NG,1679325305
558,marevo,57.3146,32.0804,2.74,99,100,3.75,RU,1679325306
559,palimbang,6.2106,124.1894,26.46,87,98,0.98,PH,1679325307
560,paamiut,61.994,-49.6678,-0.66,67,84,2.75,GL,1679325307
561,pochutla,15.7432,-96.4661,26.9,47,72,1.51,MX,1679325308
562,urumqi,43.801,87.6005,-0.47,86,75,4.0,CN,1679325108
563,la asuncion,11.0333,-63.8628,25.9,72,85,8.15,VE,1679325309
564,mantamados,39.3117,26.3339,16.03,72,27,3.07,GR,1679325310
565,porbandar,21.6422,69.6093,25.31,74,34,4.18,IN,1679325310
566,katobu,-4.9408,122.5276,24.27,93,100,1.73,ID,1679325311
567,along,28.1667,94.7667,16.13,97,95,0.93,IN,1679325312
568,thinadhoo,0.5333,72.9333,28.33,74,83,2.93,MV,1679325312
569,gigmoto,13.7796,124.39,23.6,80,100,2.28,PH,1679325313
570,lompoc,34.6391,-120.4579,11.96,88,100,1.34,US,1679325314
571,sangar,63.9242,127.4739,-37.17,99,67,1.72,RU,1679325314
572,zaysan,47.4667,84.8667,-8.64,45,0,2.45,KZ,1679325314
